Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Publication.Date,Event.Year,Total_Extracted_Injuries
Accident,SEA84LA145,1984-06-25,"LEVENWORTH, WA",United States,,,,WENATCHEE LAKE,Non-Fatal,,N65627,lake,la-4-200,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,NYC84LA223,1984-06-25,"MARLBORO, NJ",United States,,,2N8,MARLBORO,Non-Fatal,,N40921,piper,pa-28-140,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,,1984,0
Accident,NYC84LA221,1984-06-25,"MONTAUK, NY",United States,,,,,Non-Fatal,,N555HM,cessna,206,No,1.0,Reciprocating,,,Positioning,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA289,1984-06-25,"SPEAKS, TX",United States,,,,,Non-Fatal,,N731TL,cessna,a188b,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA215,1984-06-25,"MARION, SD",United States,,,,,Non-Fatal,,N8802R,eagle aircraft co.,dw-1,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA197,1984-06-25,"PHILIP, SD",United States,,,OSD6,OASIS RANCH,Non-Fatal,,N9952J,cessna,t188c,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA195,1984-06-25,"DILLON, MT",United States,,,DLN,DILLON,Non-Fatal,,N88399,bellanca,7gcbc,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,2.0,,1984,0
Accident,CHI84LA267,1984-06-25,"PARK FALLS, WI",United States,,,WS06,SPRINGSTEAD,Non-Fatal,,N757DR,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA265,1984-06-25,"KANKAKEE, IL",United States,,,,,Non-Fatal,,N40712,piper,pa-32-260,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,CHI84LA262,1984-06-25,"MAHNOMEN, MN",United States,,,,,Non-Fatal,,N6584,grumman,g-164a,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84FA287,1984-06-25,"GALVESTON, TX",United States,,,9T8,PENZOIL PAD,Non-Fatal,,N2180J,bell,212,No,2.0,Turbo Shaft,,NSCH,Unknown,,0.0,0.0,1.0,9.0,,1984,0
Accident,LAX84FA367,1984-06-26,"WEAVERVILLE, CA",United States,,,054,LONNIE POOL FIELD,Non-Fatal,,N3070G,piper,pa-28-181,No,1.0,Reciprocating,,,Personal,,0.0,2.0,1.0,0.0,,1984,0
Accident,FTW84FA288,1984-06-26,"QUINLAN, TX",United States,,,,,Fatal(1),,N7350D,piper,pa-22-150,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,DEN84FA196,1984-06-26,"RED FEATHER LAK, CO",United States,,,,,Fatal(3),,N5096R,cessna,172rg,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,0.0,,1984,3
Incident,CHI84IA264,1984-06-26,"CHICAGO, IL",United States,,,ORD,O'HARE,Incident,,N8048U,mcdonnell douglas,dc-8-54,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,3.0,30-08-1994,1984,0
Incident,ANC84IA103,1984-06-26,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE,Incident,,N4753C,fairchild,c-82a,No,2.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,0.0,2.0,,1984,0
Accident,SEA84LA147,1984-06-26,"RENO, NV",United States,,,RNO,CANNON INTERNATIONAL ARPT,Non-Fatal,,N6480H,cessna,207a,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,MIA84LA193,1984-06-26,"CEDAR KEY, FL",United States,,,CDK,GEORGE T. LEWIS,Non-Fatal,,N6208H,piper,pa-28,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,,1984,0
Accident,LAX84LA370,1984-06-26,"GILA BEND, AZ",United States,,,,,Non-Fatal,,N4820T,piper,pa-28r-200,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,DEN84LA198,1984-06-26,"ALBUQUERQUE, NM",United States,,,4AC,CORONADO,Non-Fatal,,N44017,piper,pa-28-180,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,CHI84LA263,1984-06-26,"DEERFIELD, WI",United States,,,52C,FLYING HOOF,Non-Fatal,,N62362,hiller,uh 12 d,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,ANC84LA105,1984-06-26,"EKUK, AK",United States,,,KKU,EKUK,Non-Fatal,,N8941N,piper,pa-32-300,No,1.0,Reciprocating,,NSCH,Unknown,"Yute Air Ak, Inc. (dba: Yute Air Ak, Inc)",0.0,1.0,3.0,4.0,,1984,0
Incident,NYC84IA225,1984-06-27,"PORTLAND, ME",United States,,,PWM,PORTLAND,Incident,,N417PE,boeing,737-130,No,2.0,Turbo Fan,,SCHD,Unknown,People Express,0.0,0.0,2.0,121.0,,1984,0
Accident,NYC84FA224,1984-06-27,"LINCOLN PARK, NJ",United States,,,N07,LINCOLN PARK,Fatal(4),,N4342T,piper,pa-28-180,No,1.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,,1984,4
Incident,MKC84IA185,1984-06-27,"JOPLIN, MO",United States,,,JLN,JOPLIN MUNI,Incident,,N233AM,swearingen,sa226tc,No,2.0,Turbo Prop,,SCHD,Unknown,Air Midwest (amwa),0.0,0.0,0.0,15.0,,1984,0
Accident,ATL84LKG09,1984-06-27,"SMITHVILLE, GA",United States,,,,,Non-Fatal,,N4199X,rockwell,s2r,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,SEA84LA149,1984-06-27,"EVERETT, WA",United States,,,PAE,SNOHOMISH COUNTY,Non-Fatal,,N733UH,cessna,172,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA186,1984-06-27,"ST. LOUIS, MO",United States,,,,SPIRIT OF ST. LOUIS,Non-Fatal,,N6134Q,cessna,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,MIA84LA194,1984-06-27,"FT. PIERCE, FL",United States,,,FPR,ST. LUCIE COUNTY,Non-Fatal,,N5496F,mooney,a-2a,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,,1984,0
Accident,LAX84LA373,1984-06-27,"YUBA CITY, CA",United States,,,,,Non-Fatal,,N530HA,hiller,uh-12e,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,LAX84LA372,1984-06-27,"PASO ROBLES, CA",United States,,,,MOORE RANCH,Non-Fatal,,N49419,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,ANC84LA106,1984-06-27,"ANCHORAGE, AK",United States,,,,,Non-Fatal,,N99PJ,piper,pa-18-150,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,NYC84FU005,1984-06-28,"NESHANIC, NJ",United States,,,,PRIVATE STRIP,Fatal(1),,NONE,cgs aviation,hawk b,Yes,1.0,Reciprocating,,UNK,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,LAX84FA371,1984-06-28,"PALOS VERDE EST, CA",United States,,,TOA,TORRANCE,Fatal(2),,N9400F,hughes,269b,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,1984,2
Accident,DEN84FA199,1984-06-28,"BROOMFIELD, CO",United States,,,,,Fatal(2),,N3713H,mooney,m20j,No,1.0,Reciprocating,,,Business,,2.0,0.0,0.0,0.0,,1984,2
Accident,CHI84LA266,1984-06-28,"LAKE BENTON, MN",United States,,,,,Non-Fatal,,N3681E,piper,pa-36-300,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,ATL84FU005,1984-06-28,"CARROLLTON, KY",United States,,,NONE,PVT AIRSTRIP,Fatal(1),,NONE,humer,unknown,Yes,1.0,Reciprocating,,UNK,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,SEA84LA152,1984-06-28,"PASCO, WA",United States,,,,,Non-Fatal,,N1964J,cessna,t188c,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA188,1984-06-28,"LEE'S SUMMIT, MO",United States,,,K84,MCCOMAS-LEE'S SUMMIT MUNI,Non-Fatal,,N25496,cessna,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA187,1984-06-28,"GAINSVILLE, MO",United States,,,,BARTLET (PVT),Non-Fatal,,N1530E,cessna,172n,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA279,1984-06-28,"STANLEY, ND",United States,,,,,Non-Fatal,,N3574Z,piper,pa-18-150,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Incident,MKC84IA184,1984-06-29,"GRAND ISLAND, NE",United States,,,GRI,HALL COUNTY REGINAL,Incident,,N1014P,swearingen,sa227-ac,No,2.0,Turbo Prop,,SCHD,Unknown,"Pioneer Airways,inc.(pioa)",0.0,0.0,0.0,5.0,,1984,0
Accident,FTW84FA291,1984-06-29,"MINCO, OK",United States,,,,,Fatal(2),,N6473P,cessna,152,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,1984,2
Accident,FTW84FA290,1984-06-29,"MT PLEASANT, TX",United States,,,F03,MT. PLEASANT MUNICIPAL,Fatal(1),,N455FG,griffin,fg-1a,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,MKC84LA196,1984-06-29,"WYNNE, AR",United States,,,M65,WYNNE MUNI,Non-Fatal,,N5261X,champion,7eca,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA190,1984-06-29,"ATWOOD, KS",United States,,,,,Non-Fatal,,N6797Z,piper,pa-25-235,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA189,1984-06-29,"KIRKSVILLE, MO",United States,,,IRK,CLARENCE CANNON,Non-Fatal,,N761YR,cessna,t210m,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA294,1984-06-29,"WASHINGTON, OK",United States,,,,PARADISE AIR HAVEN,Non-Fatal,,N49483,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,FTW84LA293,1984-06-29,"MARSHALL, TX",United States,,,ASL,HARRISON COUNTY,Non-Fatal,,N6261U,mooney,m20c,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,DEN84LA204,1984-06-29,"PAGE, ND",United States,,,,,Non-Fatal,,N5332,grumman,g-164a,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,DEN84LA201,1984-06-29,"CHEYENNE, WY",United States,,,CYS,CHEYENNE,Non-Fatal,,N33215,cessna,177rg,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,3.0,,1984,0
Accident,CHI84LA270,1984-06-29,"ARENA, WI",United States,,,,,Non-Fatal,,N377ST,hughes,500c/369hs,No,1.0,Turbo Shaft,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA269,1984-06-29,"FT. WAYNE, IN",United States,,,FWA,BAER FIELD,Non-Fatal,,N94111,cessna,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,NYC84FFA03,1984-06-30,"GLENS FALLS, NY",United States,,,GFL,WARREN COUNTY,Fatal(1),,N3283E,aeronca,11ac,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,NYC84FA227,1984-06-30,"BOSTON, MA",United States,,,BOS,GENERAL EDWARD LAWRENCE,Fatal(1),,N120PB,cessna,402c,No,2.0,Reciprocating,,,Positioning,,1.0,1.0,0.0,0.0,,1984,1
Accident,NYC84DNC04,1984-06-30,"MILLINOCKET LKE, ME",United States,,,,,Non-Fatal,,N4468P,maule,m-5-235c,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA191,1984-06-30,"BEAVER CITY, NE",United States,,,4V3,HEWETTS,Non-Fatal,,N92522,cessna,182n,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,MIA84FA197,1984-06-30,"MARATHON, FL",United States,,,,,Non-Fatal,,N1211L,consolidated aeronautics inc.,lake la-4-200,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,,1984,0
Accident,MIA84FA196,1984-06-30,"NICEVILLE, FL",United States,,,FL17,RUCKEL,Non-Fatal,,N32538,piper,pa-32-300,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,,1984,0
Accident,LAX84FA375,1984-06-30,"YORBA LINDA, CA",United States,,,,,Fatal(2),,N735MQ,cessna,182q,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,1984,2
Accident,FTW84LA295,1984-06-30,"SAN ANGELO, TX",United States,,,,,Non-Fatal,,N3571U,piper,pa-32rt-301t,No,1.0,Reciprocating,,NSCH,Unknown,,0.0,0.0,1.0,0.0,,1984,0
Accident,DEN84FA202,1984-06-30,"ALBUQUERQUE, NM",United States,,,Q64,ALAMEDA,Fatal(2),,N3267V,beech,35,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,1984,2
Accident,ATL84LKG10,1984-06-30,"AMERICUS, GA",United States,,,,,Non-Fatal,,N9059N,aero commander,s2r,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,SEA84LA157,1984-06-30,"QUINCY, WA",United States,,,,NONE,Non-Fatal,,N8804M,eagle aircraft co.,dw-1,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,SEA84LA150,1984-06-30,"BEND, OR",United States,,,,,Non-Fatal,,N8467U,cessna,172,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA192,1984-06-30,"WICHITA, KS",United States,,,,,Non-Fatal,,N912RE,rotec,rally sport,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,LAX84LA376,1984-06-30,"MARYSVILLE, CA",United States,,,,MARYSVILLE,Non-Fatal,,N4666F,cessna,206,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,6.0,,1984,0
Accident,FTW84LA313,1984-06-30,"GEORGETOWN, TX",United States,,,T04,GEORGETOWN MUNICIPAL,Non-Fatal,,N71879,cessna,182m,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,FTW84FA296,1984-06-30,"EL PASO, TX",United States,,,ELP,EL PASO INTERNATIONAL,Non-Fatal,,N554,cessna,421b,No,2.0,Reciprocating,,,Business,,0.0,0.0,0.0,8.0,,1984,0
Accident,DEN84LA203,1984-06-30,"RECIPROCATINGLUSE, WY",United States,,,,ReciprocatingLUSE,Non-Fatal,,N1790X,cessna,210l,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,2.0,,1984,0
Accident,DEN84FTE02,1984-06-30,"AURORA, CO",United States,,,01V,AURORA,Non-Fatal,,N44222,john r jones,pdq2vw,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA273,1984-06-30,"HAMILTON, OH",United States,,,HAO,HAMILTON,Non-Fatal,,N39717,waco,upf-7,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA272,1984-06-30,"MINNEAPOLIS, MN",United States,,,FCM,FLYING CLOUD,Non-Fatal,,N373JH,howard e. lee,rutan long ez,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,,1984,0
Accident,ATL84LA213,1984-06-30,"SUMMERVILLE, SC",United States,,,,J.E. LOCKLIAR,Fatal(1),,N3JR,cessna,172n,No,1.0,Reciprocating,,,Personal,,1.0,0.0,2.0,0.0,,1984,1
Accident,ATL84LA212,1984-06-30,"GRENADA, MS",United States,,,M42,GRENADA MUNI.,Non-Fatal,,N4650L,cessna,172g,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,,1984,0
Accident,ANC84LA109,1984-06-30,"ESTER, AK",United States,,,,,Non-Fatal,,N1436H,aeronca,15ac,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,,1984,0
Accident,ANC84LA108,1984-06-30,"KNIK GLACIER, AK",United States,,,,,Non-Fatal,,N6167Q,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,,1984,0
Accident,ANC84LA107,1984-06-30,"ANCHORAGE, AK",United States,,,,CAMPBELL LAKE,Non-Fatal,,N5642M,maule,m-5,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,,1984,0
Accident,NYC84FU006,1984-07-01,"CANANDAIGUA, NY",United States,,,,CANANDAIGUA,Fatal(1),,NONE,pterodactyl,pfledgling,Yes,1.0,Reciprocating,,UNK,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,FTW84FA297,1984-07-01,"KILLEEN, TX",United States,,,ILE,KILLEEN MUNI,Fatal(1),,N67HB,stephens,akro-master,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,DEN84LA205,1984-07-01,"ALBUQUERQUE, NM",United States,,,,,Non-Fatal,,N2166X,mooney,20e,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,,1984,0
Accident,ATL84FU006,1984-07-01,"TULLAHOMA, TN",United States,,,THA,TULLAHOMA,Fatal(1),,NONE,ritz,a,Yes,1.0,Reciprocating,,UNK,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,SEA84LA155,1984-07-01,"LACENTER, WA",United States,,,,,Non-Fatal,,N772AW,beech,m35,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,MKC84LA233,1984-07-01,"NO LITTLE ROCK, AR",United States,,,1M1,MUNICIPAL,Non-Fatal,,N44213,piper,pa-28-140,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,MKC84LA194,1984-07-01,"WASHINGTON, MO",United States,,,M049,WASHINGTON MEM,Non-Fatal,,N761BK,cessna,a152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA193,1984-07-01,"DYERSVILLE, IA",United States,,,,DYERSVILLE,Non-Fatal,,N9857V,cessna,188,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,LAX84LA377,1984-07-01,"LANCASTER, CA",United States,,,,,Non-Fatal,,N3161T,cessna,177,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,,1984,0
Accident,FTW84LA298,1984-07-01,"BLANCO, TX",United States,,,,RIV RANCH,Non-Fatal,,N738RW,cessna,172n,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,DEN84LA206,1984-07-01,"WYNDMERE, ND",United States,,,NA21,THOMPSON,Non-Fatal,,N4638,grumman,g-164a,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA309,1984-07-01,"OSSEO, MI",United States,,,Y85,HILLSDALE,Non-Fatal,,N1106B,glasflugel,libelle,No,1.0,Unknown,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA276,1984-07-01,"WILLIAMSTON, MI",United States,,,,,Non-Fatal,,N3495J,cessna,150g,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,CHI84LA275,1984-07-01,"INDIANAPOLIS, IN",United States,,,21N2,MT. COMFORT,Non-Fatal,,N21770,north american,p-51 mustang x,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,1.0,,1984,0
Accident,ATL84LA215,1984-07-01,"HICKORY, NC",United States,,,HKY,HICKORY,Non-Fatal,,N4886T,piper,pa-34-200,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,ATL84LA214,1984-07-01,"RED BAY, AL",United States,,,,,Non-Fatal,,N3207F,mooney,m-20f,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,2.0,,1984,0
Accident,SEA84LA153,1984-07-02,"MT. ST. HELENS, WA",United States,,,,NONE,Non-Fatal,,N58397,hughes,269c,No,1.0,Reciprocating,,,Business,,0.0,0.0,2.0,0.0,04-03-1988,1984,0
Accident,NYC84FNC05,1984-07-02,"NORTH LEBANNON, ME",United States,,,,,Non-Fatal,,N5568A,raven,rx 6,No,0.0,Unknown,,,Instructional,,0.0,1.0,0.0,0.0,,1984,0
Accident,MKC84FA195,1984-07-02,"OSAGE BEACH, MO",United States,,,K15,LYNN CREEK/GRAND GLAIZE,Non-Fatal,,N5019P,piper,pa-24-180,No,1.0,Reciprocating,,,Personal,,0.0,2.0,2.0,0.0,,1984,0
Accident,LAX84LA379,1984-07-02,"STANFIELD, AZ",United States,,,,,Non-Fatal,,N8430V,rockwell,s-2r,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,DEN84FA207,1984-07-02,"ENGLEWOOD, CO",United States,,,APA,ARAPAHOE COUNTY,Fatal(2),,N3173L,bell,206b,No,1.0,Turbo Shaft,,,Personal,,2.0,0.0,0.0,0.0,,1984,2
Accident,SEA84LA151,1984-07-02,"SHELLEY, ID",United States,,,,,Non-Fatal,,N501FH,bell,47g-3b-1,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,NYC84FU007,1984-07-02,"CROSS RIVER, NY",United States,,,,,Non-Fatal,,NONE,pioneer,flightstar,Yes,1.0,Reciprocating,,UNK,Personal,,0.0,1.0,0.0,0.0,,1984,0
Accident,DEN84LA208,1984-07-02,"TOWNSEND, MT",United States,,,808,TOWSSEND,Non-Fatal,,N9826T,piper,pa-38-112,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,,1984,0
Accident,SEA84LA159B,1984-07-03,"EPHRATA, WA",United States,,,,,Non-Fatal,,N20UZ,schleicher,asw-20,No,0.0,Unknown,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,NYC84FA228,1984-07-03,"N. HAVERHILL, NH",United States,,,5B9,DEAN MEMORIAL,Fatal(1),,N8101R,beech,b55,No,2.0,Reciprocating,,,Business,,1.0,0.0,0.0,0.0,,1984,1
Accident,MKC84FA197,1984-07-03,"WRIGHT, AR",United States,,,,,Fatal(1),Airplane,N4025,piper,pa-18-150,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,1.0,0.0,0.0,1.0,15-12-2009,1984,1
Incident,DEN84IA209,1984-07-03,"DENVER, CO",United States,,,DEN,STAPLETON INT'L,Incident,,N1992,boeing,727-23,No,3.0,Turbo Jet,,SCHD,Unknown,,0.0,0.0,0.0,75.0,,1984,0
Incident,CHI84IA294,1984-07-03,"MUNCIE, IN",United States,,,MIE,DELAWARE CO.,Incident,,N13CM,enstrom,f-28a,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,2.0,,1984,0
Accident,SEA84LA159A,1984-07-03,"EPHRATA, WA",United States,,,,,Non-Fatal,,N22HL,applebay sailplanes,zuni ii,No,0.0,Unknown,,,Personal,,0.0,0.0,0.0,2.0,,1984,0
Accident,SEA84LA156,1984-07-03,"BREMERTON, WA",United States,,,,,Non-Fatal,,N193RK,monett-keating,moni,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,NYC84LA231,1984-07-03,"SOMERS, CT",United States,,,,,Non-Fatal,,N5003X,bell,206b,No,1.0,Turbo Shaft,,,Executive/corporate,,0.0,0.0,0.0,5.0,,1984,0
Accident,NYC84LA229,1984-07-03,"MILLBROOK, NY",United States,,,44N,SKY ACRES,Non-Fatal,,N56424,maule,m5-180c,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA200,1984-07-03,"BERNIE, MO",United States,,,,,Non-Fatal,,N4796,grumman,g164a,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,MKC84LA199,1984-07-03,"SHERRILL, AR",United States,,,,FLYING FARMER'S SERVICE,Non-Fatal,,N3629B,schweizer,g-164b,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
Accident,MKC84LA198,1984-07-03,"BLUE SPRINGS, MO",United States,,,,,Non-Fatal,,N231FV,mooney,m20k,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,,1984,0
Accident,MIA84LA198,1984-07-03,"PORT ST. JOE, FL",United States,,,,JONES HOMESTEAD,Non-Fatal,,N4980L,piper,pa-28-180,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,1.0,,1984,0
Accident,LAX84LA380,1984-07-03,"EL MIRAGE, AZ",United States,,,,,Non-Fatal,,N7202,grumman,g-164a,No,1.0,Reciprocating,,UNK,Aerial Application,,0.0,0.0,1.0,0.0,,1984,0
Accident,CHI84LA274,1984-07-03,"EDEN PRAIRIE, MN",United States,,,FMC,FLYING CLOUD,Non-Fatal,,N9487F,hughes,269b,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,,1984,0
Accident,BFO84FU001,1984-07-03,"ELKTON, MD",United States,,,58M,RAINTREE,Fatal(1),,NONE,eipper,quicksilver mx,No,1.0,Reciprocating,,UNK,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,SEA84FA158,1984-07-04,"HENDERSON, NV",United States,,,L15,SKY HARBOR,Fatal(2),,N18048,cessna,150,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,1984,2
Accident,NYC84LA230,1984-07-04,"BARGAINTOWN, NJ",United States,,,1N6,NORNHEIM,Non-Fatal,,N3040Z,piper,pa-22-160,No,1.0,Reciprocating,,,Unknown,,0.0,0.0,1.0,0.0,,1984,0
Accident,CHI84LA279,1984-07-04,"DETROIT, MI",United States,,,DET,DETROIT CITY,Non-Fatal,,CFISH,bell,47g2,No,1.0,Reciprocating,,,Business,,0.0,3.0,0.0,0.0,,1984,0
Accident,CHI84FAMS2,1984-07-04,"ST. JOSEPH, MI",United States,,,,,Fatal(1),,N52444,cessna,172p,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,,1984,1
Accident,SEA84LA163,1984-07-04,"HAINES, AK",United States,,,,NONE,Non-Fatal,,N11697,bellanca,7eca,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,,1984,0
