Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Event.Year,Total_Extracted_Injuries
1948-10-24,"MOOSE CREEK, ID",United States,Fatal(2),Destroyed,NC6404,stinson,108-3,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,1948,2
1962-07-19,"BRIDGEPORT, CA",United States,Fatal(4),Destroyed,N5069P,piper,pa24-180,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UNK,1962,4
1974-08-30,"Saltville, VA",United States,Fatal(3),Destroyed,N5142R,cessna,172m,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,1.0,IMC,1974,3
1977-06-19,"EUREKA, CA",United States,Fatal(2),Destroyed,N1168J,rockwell,112,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,1977,2
1979-08-02,"Canton, OH",United States,Fatal(1),Destroyed,N15NY,cessna,501,No,1.0,Reciprocating,Personal,1.0,2.0,0.0,0.0,VMC,1979,1
1979-09-17,"BOSTON, MA",United States,Non-Fatal,Substantial,CF-TLU,mcdonnell douglas,dc9,No,2.0,Turbo Fan,Personal,0.0,0.0,1.0,44.0,VMC,1979,0
1981-08-01,"COTTON, MN",United States,Fatal(4),Destroyed,N4988E,cessna,180,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,1981,4
1982-01-01,"PULLMAN, WA",United States,Non-Fatal,Substantial,N2482N,cessna,140,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-01,"EAST HANOVER, NJ",United States,Non-Fatal,Substantial,N7967Q,cessna,401b,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,1982,0
1982-01-01,"JACKSONVILLE, FL",United States,Non-Fatal,Substantial,N3906K,north american,navion l-17b,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,IMC,1982,0
1982-01-01,"HOBBS, NM",United States,Non-Fatal,Substantial,N44832,piper,pa-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-01,"TUSKEGEE, AL",United States,Non-Fatal,Substantial,N4275S,beech,v35b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-02,"HOMER, LA",United States,Non-Fatal,Destroyed,N14779,bellanca,17-30a,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,1982,0
1982-01-02,"HEARNE, TX",United States,Fatal(1),Destroyed,N758SK,cessna,r172k,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-02,"CHICKASHA, OK",United States,Fatal(1),Destroyed,N4876K,navion,a,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-02,"LITTLE ROCK, AR",United States,Fatal(2),Destroyed,N9779L,beech,19,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,1982,2
1982-01-02,"MIDWAY, UT",United States,Non-Fatal,Destroyed,N51735,enstrom,280c,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,1982,0
1982-01-02,"SKWENTA, AK",United States,Fatal(3),Destroyed,N7641A,cessna,180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,1982,3
1982-01-02,"GALETON, PA",United States,Non-Fatal,Substantial,N25084,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-02,"MIAMI, FL",United States,Non-Fatal,Substantial,N23BS,smith,wcs-222 (bell 47g),No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-02,"YPSILANTI, MI",United States,Non-Fatal,Substantial,N68812,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-02,"CHARLOTTE, MI",United States,Non-Fatal,Substantial,N1549Q,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-02,"CHAMBLEE, GA",United States,Non-Fatal,Substantial,N5745Y,bell,206l-1,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-03,"VAN NUYS, CA",United States,Incident,Minor,N5018P,piper,pa-24-180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-03,"10 NM W LEE VIN, CA",United States,Fatal(2),Destroyed,N28912,grumman,aa-5b,No,1.0,Reciprocating,Personal,2.0,1.0,0.0,0.0,IMC,1982,2
1982-01-03,"ASHLAND, VA",United States,Fatal(8),Destroyed,N2620L,cessna,414a,No,2.0,Reciprocating,Business,8.0,0.0,0.0,0.0,IMC,1982,8
1982-01-03,"PINEHURST, NC",United States,Fatal(1),Destroyed,N10VS,beechcraft,be-58,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-03,"WHITE PLAINS, NY",United States,Non-Fatal,Substantial,N7125D,maule,m-5-235c,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-03,"COCOA, FL",United States,Non-Fatal,Substantial,N94252,cessna,210l,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,1982,0
1982-01-03,"SAN CLEMENTINE, CA",United States,Non-Fatal,Substantial,N8630V,bellanca,7gcbc,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,1982,0
1982-01-03,"FORT WORTH, TX",United States,Non-Fatal,Substantial,N71054,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,1982,0
1982-01-03,"GREENOUGH, MT",United States,Non-Fatal,Substantial,N23069,air tractor,at-301,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-04,"PLEASANT HILL, OR",United States,Fatal(4),Destroyed,N8265A,piper,pa-28-161,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,1982,4
1982-01-04,"NEAR LAS VEGAS, NV",United States,Fatal(2),Destroyed,N1956H,piper,pa-34-200t,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,1982,2
1982-01-04,"FORT WAYNE, IN",United States,Fatal(2),Destroyed,N2CU,cessna,t337g,No,2.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,1982,2
1982-01-04,"ESTANCIA, NM",United States,Non-Fatal,Substantial,N32335,piper,pa-28r-200,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,1982,0
1982-01-05,"RAMONA, CA",United States,Fatal(3),Destroyed,N4520K,navion,a,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,1982,3
1982-01-05,"BLACK CANYON CI, AZ",United States,Fatal(1),Destroyed,N4696Z,piper,pa-22,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-05,"ITHACA, NY",United States,Fatal(2),Destroyed,N546BA,piper,pa-31,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,1982,2
1982-01-05,"PENSACOLA, FL",United States,Incident,Minor,N5782N,rockwell,114,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-05,"LONOKE, AR",United States,Non-Fatal,Substantial,N5304P,piper,pa-24-250,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,1982,0
1982-01-05,"GASTONIA, NC",United States,Non-Fatal,Substantial,N2139T,piper,pa-28r-200,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-05,"SPRINGERVILLE, AZ",United States,Non-Fatal,Substantial,N738XP,cessna,tr182,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-05,"BETHEL, AK",United States,Non-Fatal,Substantial,N3343S,cessna,a185f,No,1.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,1982,0
1982-01-06,"ROLLA, MO",United States,Non-Fatal,Substantial,N2672A,cessna,340,Yes,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,1982,0
1982-01-06,"MAMMOTH LAKES, CA",United States,Non-Fatal,Substantial,N608RA,aerospatiale,sa-316b,No,1.0,Turbo Shaft,Business,0.0,0.0,0.0,6.0,VMC,1982,0
1982-01-06,"JACKSON, WY",United States,Non-Fatal,Substantial,N8070Q,beech,35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,1982,0
1982-01-06,"PAXTON, IL",United States,Non-Fatal,Substantial,N4900L,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-06,"HILTON HEAD, SC",United States,Non-Fatal,Substantial,N201NH,mooney,m-20j,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-06,"NEAR BAKERSFIEL, CA",United States,Non-Fatal,Substantial,N59737,boeing,a75,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,1.0,IMC,1982,0
1982-01-07,"HELENA, MT",United States,Fatal(2),Destroyed,N9763X,cessna,210,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,1982,2
1982-01-07,"WESTMINISTER, MD",United States,Non-Fatal,Substantial,N117P,beech,v35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-07,"LAREDO, TX",United States,Non-Fatal,Substantial,N1698M,curtis,c46,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,1982,0
1982-01-08,"ODESSA, FL",United States,Fatal(1),Destroyed,N80264,cessna,172m,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-08,"NEW PHILADELPHI, OH",United States,Fatal(1),Destroyed,N207CB,piper,pa-28-140,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,1982,1
1982-01-08,"PULLMAN, WA",United States,Non-Fatal,Substantial,N6106U,cessna,tu206g,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-08,"CUTCHOGUE, NY",United States,Non-Fatal,Substantial,N46681,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-08,"LIBERTY, MO",United States,Non-Fatal,Substantial,N7618P,piper,pa-24-250,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-08,"PEORIA, IL",United States,Non-Fatal,Substantial,N6265P,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-08,"SANDUSKY, OH",United States,Non-Fatal,Substantial,N737LH,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-08,"GRANTITEVILLE, SC",United States,Non-Fatal,Substantial,N25225,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-09,"CALISTOGA, CA",United States,Non-Fatal,Substantial,N10UP,schleicher,asw 20,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-09,"NAPA, CA",United States,Non-Fatal,Substantial,N731NZ,cessna,p210n,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,3.0,VMC,1982,0
1982-01-09,"FRUIT VALE, TX",United States,Non-Fatal,Substantial,N7355A,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-09,"TOMBALL, TX",United States,Non-Fatal,Substantial,N55489,piper,pa-34,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,1982,0
1982-01-09,"MOKULEIA, HI",United States,Non-Fatal,Substantial,N5639V,cessna,305 (l-19),No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-09,"STEAMBOAT SPRIN, CO",United States,Non-Fatal,Substantial,N2195G,cessna,182a,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-10,"OKEECHOBEE, FL",United States,Non-Fatal,Destroyed,N567V,piper,pa-23-250,No,2.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,UNK,1982,0
1982-01-10,"BULLHEAD CITY, AZ",United States,Non-Fatal,Destroyed,N2753J,cessna,172n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-01-10,"WHEELING, IL",United States,Non-Fatal,Destroyed,N6995Y,piper,23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,IMC,1982,0
1982-01-10,"HENDERSON, NC",United States,Fatal(1),Destroyed,N3688N,mooney,m20g,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,1982,1
1982-01-10,"MOJAVE, CA",United States,Non-Fatal,Substantial,N2644Q,cessna,tu206f,No,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,1982,0
1982-01-10,"UPLAND, CA",United States,Non-Fatal,Substantial,N234Q,quickie,1,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-10,"QUINHAGAK, AK",United States,Non-Fatal,Substantial,N756YN,cessna,u206,No,1.0,Reciprocating,Unknown,0.0,0.0,3.0,0.0,VMC,1982,0
1982-01-11,"NEAR BOZEMAN, MT",United States,Non-Fatal,Destroyed,N7273J,piper,pa-28-140,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,1982,0
1982-01-11,"RIVERTON, WY",United States,Fatal(4),Destroyed,N6558A,cessna,210n,No,1.0,Reciprocating,Personal,4.0,1.0,1.0,0.0,IMC,1982,4
1982-01-11,"SAQUACHE, CO",United States,Non-Fatal,Substantial,N2332C,cessna,180,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-11,"AUBURN, AL",United States,Non-Fatal,Substantial,N424VW,cessna,310l,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-12,"CHICAGO, IL",United States,Incident,Substantial,N31031,lockheed,l-1011,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,149.0,UNK,1982,0
1982-01-12,"CLARKSBURG, WV",United States,Incident,Minor,N615KC,embraer,emb-110p1,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-12,"ABERDEEN, MS",United States,Non-Fatal,Destroyed,N7706,cessna,414,No,2.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,UNK,1982,0
1982-01-12,"ADDISON, TX",United States,Non-Fatal,Substantial,N8678M,beech,p35,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,IMC,1982,0
1982-01-13,"MONTICELLO, FL",United States,Non-Fatal,Destroyed,N28607,grumman,aa5b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-13,"WASHINGTON, DC",United States,Fatal(78),Destroyed,N62AF,boeing,737-222,No,2.0,Turbo Fan,Unknown,78.0,6.0,3.0,0.0,IMC,1982,78
1982-01-13,"WATONGA, OK",United States,Non-Fatal,Substantial,N47442,piper,pa-28r-201t,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,1982,0
1982-01-13,"HOBBS, NM",United States,Non-Fatal,Substantial,N2396W,beech,a23-24,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-01-13,"SPOKANE, WA",United States,Non-Fatal,Substantial,N36PB,piper,pa-31-350,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,1982,0
1982-01-15,"28 MI ENE OGDEN, UT",United States,Fatal(3),Destroyed,N6520Y,cessna,t210n,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,1982,3
1982-01-15,"BUTLER, PA",United States,Non-Fatal,Substantial,N4875B,cessna,310,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-15,"MALONE, FL",United States,Non-Fatal,Substantial,N5559T,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-15,"S.E. OF MALTA, ID",United States,Non-Fatal,Substantial,N58203,hughes,269c,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-15,"SPOKANE, WA",United States,Non-Fatal,Substantial,N72901,cessna,140,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-15,"JAMAICA, NY",United States,Non-Fatal,Substantial,N341PL,swearingen,sa 226-tc,No,2.0,Turbo Prop,Unknown,0.0,1.0,2.0,12.0,VMC,1982,0
1982-01-15,"ANOKA, MN",United States,Non-Fatal,Substantial,N300JR,beech,c-45h,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-15,"NEAR NUIQSUT, AK",United States,Non-Fatal,Substantial,N1459T,de havilland,dhc-2-mk3,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,1982,0
1982-01-16,"HOUMA, LA",United States,Fatal(1),Destroyed,N1081H,bell helicopter,206l-1,No,1.0,Turbo Shaft,Unknown,1.0,2.0,0.0,0.0,IMC,1982,1
1982-01-16,"SWANTON, VT",United States,Non-Fatal,Substantial,N704KE,cessna,150m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-17,"DAVIS, CA",United States,Fatal(1),Destroyed,N63182,cessna,150m,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-17,"MOJAVE, CA",United States,Fatal(1),Destroyed,N381JH,bede aircraft,bd-5b,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1982,1
1982-01-17,"SUNFLOWER, AZ",United States,Non-Fatal,Destroyed,N7383S,cessna,182p,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,1982,0
1982-01-17,"HONOLULU, HI",United States,Non-Fatal,Destroyed,N21DR,convair,440,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,1.0,VMC,1982,0
1982-01-17,"PORT MANSFIELD, TX",United States,Fatal(1),Destroyed,N9181Y,piper,pa-31,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,1982,1
1982-01-17,"DELTA, UT",United States,Non-Fatal,Destroyed,N91TW,piper,pa-31t,No,2.0,Turbo Prop,Personal,0.0,0.0,3.0,0.0,VMC,1982,0
1982-01-17,"PICAYUNE, MS",United States,Fatal(2),Destroyed,N654T,beech,f50,No,2.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,1982,2
1982-01-17,"ANCHORAGE, AK",United States,Non-Fatal,Destroyed,N63516,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,1982,0
1982-01-17,"CEDAR CITY, UT",United States,Non-Fatal,Substantial,N2600Y,cessna,180e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-17,"TULUKSAK, AK",United States,Non-Fatal,Substantial,N3574D,cessna,170b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-17,"CENTERVILLE, AL",United States,Non-Fatal,Substantial,N203AL,bell,206b,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-18,"ORCHARDS, WA",United States,Non-Fatal,Destroyed,N2127W,beech,c23,No,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC,1982,0
1982-01-18,"DOWNIEVILLE, CA",United States,Fatal(1),Destroyed,N5295R,cessna,172m,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-18,"BLAIRSVILLE, GA",United States,Fatal(3),Destroyed,N4583J,piper,pa-28-180,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,1982,3
1982-01-18,"S.E. OF HOUMA, LA",United States,Non-Fatal,Substantial,N2705K,cessna,180k,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-18,"MADISON COUNTY, AL",United States,Fatal(4),Substantial,N641CH,cessna,210l,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,1982,4
1982-01-19,"CEDAR VALE, KS",United States,Fatal(1),Destroyed,N7761M,mooney,m20f,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,1982,1
1982-01-19,"STILLWATER, OK",United States,Fatal(2),Destroyed,N4438D,beech,g35,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,1982,2
1982-01-19,"WOLF PT., MT",United States,Fatal(1),Destroyed,N35147,cessna,177b,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,UNK,1982,1
1982-01-19,"ROCKPORT, TX",United States,Fatal(3),Destroyed,N26660,grumman,aa5a,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,1982,3
1982-01-19,"ROCKPORT, TX",United States,Fatal(3),Destroyed,N336SA,swearingen,sa226-t(b),No,2.0,Turbo Prop,Executive/corporate,3.0,0.0,0.0,0.0,IMC,1982,3
1982-01-19,"WASHINGTON, DC",United States,Incident,Minor,N9240N,de havilland,dhc-6-300,No,2.0,Turbo Prop,Ferry,0.0,0.0,0.0,1.0,IMC,1982,0
1982-01-19,"SOMERSET, PA",United States,Non-Fatal,Substantial,N8043J,piper,aerostar 601p,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-19,"ENFIELD, NH",United States,Non-Fatal,Substantial,N68292,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-19,"TOPEKA, KS",United States,Non-Fatal,Substantial,N52757,cessna,182p,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,1.0,1.0,VMC,1982,0
1982-01-19,"URBANDALE, IA",United States,Non-Fatal,Substantial,N1969Q,cessna,177rg,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-19,"KINGMAN, AZ",United States,Non-Fatal,Substantial,N824CB,beachner,quick silver,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-01-19,"SANTA MONICA, CA",United States,Non-Fatal,Substantial,N9255X,cessna,182e,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-19,"SHREVEPORT, LA",United States,Non-Fatal,Substantial,N6510S,cessna,150h,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-19,"NEAR LANSING, MI",United States,Non-Fatal,Substantial,N4140G,cessna,340a,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,UNK,1982,0
1982-01-19,"GRAND RAPIDS, MI",United States,Non-Fatal,Substantial,N26093,piper,pa-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-19,"MIAMI, FL",United States,Non-Fatal,Substantial,HCBHS,canadair,cl-44d4,No,4.0,Turbo Prop,Unknown,0.0,0.0,0.0,6.0,VMC,1982,0
1982-01-19,"TUNTUTULIAK, AK",United States,Non-Fatal,Substantial,N4246T,piper,pa-32,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-20,"SAN JOSE, CA",United States,Incident,Minor,N74HP,piper,pa-31-350,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-20,"CHERRY VALLEY, CA",United States,Fatal(2),Destroyed,N9395Q,beech,58,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,1982,2
1982-01-20,"ESCONDIDO, CA",United States,Fatal(3),Destroyed,N92387,cessna,182n,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,1982,3
1982-01-20,"MCCOMB, MS",United States,Fatal(1),Destroyed,N6242Y,piper,pa-23-250,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-20,"ORLANDO, FL",United States,Fatal(1),Substantial,N3318S,cessna,210,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,1982,1
1982-01-20,"MIDLAND, TX",United States,Non-Fatal,Substantial,N5350M,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-20,"BONDURANT, WY",United States,Non-Fatal,Substantial,N7402F,hughes,269c,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-21,"BOISE, ID",United States,Fatal(4),Destroyed,N4947K,cessna,p210n,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,1982,4
1982-01-21,"NORTH KANSAS CI, MO",United States,Fatal(1),Destroyed,N4553Q,cessna,402a,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-21,"15NM W. OPA LOC, FL",United States,Non-Fatal,Destroyed,N211TA,douglas,dc-3,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,1982,0
1982-01-21,"BAGDAD, AZ",United States,Non-Fatal,Destroyed,N40291,piper,pa-23-250,No,2.0,Reciprocating,Executive/corporate,0.0,1.0,2.0,0.0,IMC,1982,0
1982-01-21,"10NM N. OF MCNA, AZ",United States,Fatal(1),Destroyed,N41664,piper,pa-28-235,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-21,"NEW ALBANY, MS",United States,Fatal(1),Destroyed,N6142L,grumman,aa-1,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,1982,1
1982-01-21,"MUSCLE SHOALS, AL",United States,Non-Fatal,Destroyed,N31937,piper,pa-32,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,1982,0
1982-01-21,"PORT GRAHAM, AK",United States,Non-Fatal,Destroyed,N1729U,cessna,207,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,1982,0
1982-01-21,"SHELL LAKE, WI",United States,Non-Fatal,Substantial,N6029Q,mooney,m-20,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-01-21,"DOS PALOS, CA",United States,Non-Fatal,Substantial,N8793S,air tractor,301,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-01-22,"LANCASTER, CA",United States,Fatal(2),Destroyed,N13JL,sons mustang,ii,Yes,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,VMC,1982,2
1982-01-22,"LOUISVILLE, KY",United States,Incident,Substantial,N18FE,dassault/sud,falcon 20,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-22,"CARSON CITY, NV",United States,Non-Fatal,Substantial,N13083,cessna,172m,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-22,"NEAR KINGSTON, ID",United States,Non-Fatal,Substantial,N97AR,sikorsky,s-58j,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-01-23,"LAPINE, OR",United States,Fatal(1),Destroyed,N8172B,cessna,172,No,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,1982,1
