Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Event.Year,Total_Extracted_Injuries
1982-06-26,"FELLSMERE, FL",United States,Non-Fatal,Substantial,N2437K,piper,pa-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-26,"POINT LOBOS, CA",United States,Non-Fatal,Substantial,N45477,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-26,"BELLE CHASSE, LA",United States,Fatal(1),Substantial,N3446W,piper,pa-32-260,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,VMC,1982,1
1982-06-26,"BELEN, NM",United States,Non-Fatal,Substantial,N3962,beech,d18s,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-26,"HAMILTON, OH",United States,Non-Fatal,Substantial,NONE,benson,b8m,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1982,0
1982-06-26,"HIXSON, TN",United States,Non-Fatal,Substantial,N2604P,piper,pa-22-150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-26,"NEAR ANCHORAGE, AK",United States,Non-Fatal,Substantial,N3483D,cessna,170b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,1982,0
1982-06-26,"JACUMBA, CA",United States,Non-Fatal,Substantial,N88049,bellanca,8gcbc,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-26,"LLANO, TX",United States,Non-Fatal,Substantial,N6441K,downer aircraft industries,republic rc-3,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-26,"35 SE MOAB, UT",United States,Non-Fatal,Substantial,N221RM,aerospatiale,sa 315 b,No,1.0,Turbo Shaft,Unknown,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-27,"SALISBURY, MA",United States,Non-Fatal,Destroyed,N3590G,callair,a-9,No,1.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,1982,0
1982-06-27,"LARCHMONT, NY",United States,Fatal(3),Destroyed,N3365T,cessna,177,No,1.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC,1982,3
1982-06-27,"NEAR QGALLALA, NE",United States,Non-Fatal,Destroyed,N29397,cessna,177,No,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,1982,0
1982-06-27,"HOLLYWOOD, FL",United States,Non-Fatal,Destroyed,N6064G,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-27,"LUFKIN, TX",United States,Non-Fatal,Minor,N59257,boeing,b-75,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-27,"NEAR LARGO, MD",United States,Fatal(1),Destroyed,NONE,pterodactyl,ascender,Yes,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC,1982,1
1982-06-27,"TWIN FALLS, ID",United States,Non-Fatal,Substantial,N8380E,mooney,m20a,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,1982,0
1982-06-27,"KENNEWICK, WA",United States,Non-Fatal,Substantial,N5919,bensen,b-8m,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-27,"SHAPLEIGH, ME",United States,Non-Fatal,Substantial,N11457,cessna,150l,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,1982,0
1982-06-27,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,N26056,piper,pa-38-112,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-27,"PIMA, AZ",United States,Non-Fatal,Substantial,N2688J,cessna,150g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-27,"LUFKIN, TX",United States,Non-Fatal,Substantial,N733BD,cessna,172n,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-27,"FRIENDSWOOD, TX",United States,Non-Fatal,Substantial,N53999,ryan aeronautics,st3kr (pt 21),No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,1982,0
1982-06-27,"KENNEDALE, TX",United States,Non-Fatal,Substantial,N7319K,cessna,172xp,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-27,"BLOOMINGTON, IL",United States,Non-Fatal,Substantial,N5180N,boeing,e75,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-28,"PENSACOLA, FL",United States,Non-Fatal,Substantial,N6392Y,cessna,210n,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-28,"PARIS, TX",United States,Non-Fatal,Substantial,N79831,mooney,m20e,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-28,"GRAHAM, TX",United States,Non-Fatal,Substantial,N2880V,beech,35,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-06-28,"CANADIAN, TX",United States,Non-Fatal,Substantial,N58407,hughes,269c,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-28,"FIRESTONE, CO",United States,Non-Fatal,Substantial,N4084X,aero commander,100,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-28,"RONAN, MT",United States,Non-Fatal,Substantial,N9626F,hughes,269c,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-28,"LOWELL, MI",United States,Non-Fatal,Substantial,N9595T,piper,pa-38,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-28,"BENNINGTON, VT",United States,Non-Fatal,Substantial,N620WF,piper,pa-31,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-28,"HEADLAND, AL",United States,Non-Fatal,Substantial,N12437,bell,47g-3b-1,No,1.0,Reciprocating,Unknown,0.0,0.0,1.0,1.0,VMC,1982,0
1982-06-29,"PHOENIX, AZ",United States,Fatal(1),Destroyed,N26668,grumman american,aa5a,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1982,1
1982-06-29,"FRESNO, CA",United States,Non-Fatal,Substantial,N7333X,cessna,r182,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-06-29,"BLUFFTON, OH",United States,Non-Fatal,Substantial,N6997L,cessna,310k,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-29,"MARTINSBURG, WV",United States,Non-Fatal,Substantial,N61791,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-06-29,"SCOOBA, MS",United States,Non-Fatal,Substantial,N93DM,cessna,185,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-29,"GLACIER BAY, AK",United States,Non-Fatal,Substantial,N2947N,piper,pa-32-300,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,1982,0
1982-06-29,"GREELEY, CO",United States,Non-Fatal,Substantial,N1648S,ayres,s-2c,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-30,"EL CENTRO, CA",United States,Non-Fatal,Destroyed,N8100Z,cessna,205,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,1982,0
1982-06-30,"WASHINGTON, IL",United States,Non-Fatal,Destroyed,N2124U,piper,pa-28rt-201,No,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,1982,0
1982-06-30,"HENDERSONVILLE, NC",United States,Non-Fatal,Destroyed,N1750Q,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,1982,0
1982-06-30,"NEAR CRESWELL, OR",United States,Non-Fatal,Substantial,N1838E,aeronca,7ac,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1982,0
1982-06-30,"FABENS, TX",United States,Non-Fatal,Substantial,N7027X,cessna,150a,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-06-30,"LUBBOCK, TX",United States,Non-Fatal,Substantial,N91CA,beech,e18s,No,2.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,1982,0
1982-06-30,"LAS ANIMAS, CO",United States,Non-Fatal,Substantial,N2745B,cessna,340,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-01,"STOCKTON, CA",United States,Non-Fatal,Destroyed,N4859S,grumman,g-164b,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,1982,0
1982-07-01,"CLARKSVILLE, TX",United States,Fatal(1),Substantial,N4437S,air tractor,301,No,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC,1982,1
1982-07-01,"MCWHORTER, KY",United States,Non-Fatal,Destroyed,N27JK,cessna,kr-2,Yes,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,1982,0
1982-07-01,"SIDMAN, PA",United States,Non-Fatal,Substantial,N735TR,cessna,182q,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-01,"AMBLER, PA",United States,Non-Fatal,Substantial,N75286,piper,pa-28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-01,"ST. LOUIS, MO",United States,Non-Fatal,Substantial,N9565U,grumman,aa1c,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-01,"NEW ORLEANS, LA",United States,Non-Fatal,Substantial,N125AC,piper,pa-39,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,1982,0
1982-07-01,"EL DORADO, OK",United States,Non-Fatal,Substantial,N7692Q,cessna,310q,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-01,"EPPS, LA",United States,Non-Fatal,Substantial,N6562,grumman,g-164a,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-01,"CALHAN, CO",United States,Non-Fatal,Substantial,N1370B,luscombe,8f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-01,"LADYSMITH, WI",United States,Non-Fatal,Substantial,N40037,piper,pa-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-01,"GRAND HAVEN, MI",United States,Non-Fatal,Substantial,N211SB,clancy,skybaby,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-07-01,"DODDSVILLE, MS",United States,Non-Fatal,Substantial,N7397,grumman,g-164a,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-01,"KASILOF, AK",United States,Non-Fatal,Substantial,N84211,cessna,172k,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,1982,0
1982-07-01,"STOCKTON, CA",United States,Non-Fatal,Substantial,N86689,hiller,uh-12l3,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"OBERLIN, KS",United States,Non-Fatal,Destroyed,N5540P,piper,pa-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,1982,0
1982-07-02,"MOJAVE, CA",United States,Fatal(1),Destroyed,N82X,quickie,qac-1,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,1982,1
1982-07-02,"37 NM NW. OF RE, CA",United States,Fatal(2),Destroyed,N23725,beech,v35b,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,1982,2
1982-07-02,"SWIFTON, AR",United States,Non-Fatal,Destroyed,N9869,grumman,g-164b,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,1982,0
1982-07-02,"FAIRBANKS, AK",United States,Fatal(2),Destroyed,N6172M,maule,m-5,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,1982,2
1982-07-02,"MT. VERNON, WA",United States,Non-Fatal,Substantial,N9161E,maule,m-5-235c,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-02,"WEST HAVEN, CT",United States,Non-Fatal,Substantial,N39050,grumman,aa-1c,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"TAMPA, FL",United States,Non-Fatal,Substantial,N7469F,hughes,269c,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"CLEARWATER, FL",United States,Non-Fatal,Substantial,N7712Y,piper,pa-30,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"DILLINGHAM, HI",United States,Non-Fatal,Substantial,N7657,schweizer,sgs 1-34,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"DALLAS, TX",United States,Non-Fatal,Substantial,N303TC,cessna,t310p,No,2.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,1982,0
1982-07-02,"WAMSUTTER, WY",United States,Non-Fatal,Substantial,N99481,ercoupe,415-c,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-07-02,"LOUISVILLE, KY",United States,Non-Fatal,Substantial,N929B,bell,47d1,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"JENNER, CA",United States,Non-Fatal,Substantial,N1108T,hughes,369b,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-02,"BIG PINEY, WY",United States,Non-Fatal,Substantial,N49532,aerospatiale,sa 315b,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"OSWEGO, SC",United States,Non-Fatal,Substantial,N73871,bell-cont 42g,el tomcat-mk5a,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-02,"NOME, AK",United States,Non-Fatal,Substantial,N39MN,britten-norman,bn-2a,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-03,"FALLBROOK, CA",United States,Fatal(1),Destroyed,N6HA,pitts,s1-s,Yes,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,1982,1
1982-07-03,"NEAR MERTZON, TX",United States,Incident,Minor,N73983,bell,47g2a1,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-03,"NEW LONDON, NH",United States,Non-Fatal,Substantial,N3620Y,schweizer,sgs-1-36,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-03,"MANSFIELD, MA",United States,Non-Fatal,Substantial,N93358,ercoupe,415-c,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,1982,0
1982-07-03,"CLEMENTON, NJ",United States,Non-Fatal,Substantial,N64657,cessna,172p,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-03,"FULLERTON, NE",United States,Non-Fatal,Substantial,N6643E,beech,58p,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-03,"CLARINDA, IA",United States,Non-Fatal,Substantial,N18003,cessna,150l,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-03,"MISSOURI VALLEY, IA",United States,Non-Fatal,Substantial,N24208,cessna,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-03,"KATY, TX",United States,Non-Fatal,Substantial,N273AS,blanik,l-13,No,0.0,Unknown,Personal,0.0,2.0,0.0,0.0,VMC,1982,0
1982-07-03,"WIMBERLEY, TX",United States,Non-Fatal,Substantial,N6446Q,mooney,m20f,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-03,"FORT WORTH, TX",United States,Non-Fatal,Substantial,N6673G,cessna,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-03,"AURORA, CO",United States,Non-Fatal,Substantial,N4007Z,piper,pa-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-03,"NEW YORK MILLS, MN",United States,Fatal(2),Substantial,N61330,cessna,150j,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,1982,2
1982-07-03,"POPULAR GROVE, IL",United States,Non-Fatal,Substantial,N39714,waco,upf-7,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-03,"HARLAN, IN",United States,Non-Fatal,Substantial,N65609,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-03,"SWAN QUARTER, NC",United States,Non-Fatal,Substantial,N1140M,mooney,m20j,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-03,"DUNCAN, MS",United States,Non-Fatal,Substantial,N41661,piper,pa-28-151,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-03,"GRAND CANYON, AZ",United States,Non-Fatal,Substantial,N4778R,bell,206b,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,5.0,VMC,1982,0
1982-07-03,"SANTISGO, MN",United States,Non-Fatal,Substantial,N63183,cessna,150m,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-04,"HOUSTON, TX",United States,Non-Fatal,Substantial,N53070,cessna,177rg,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1982,0
1982-07-04,"ALBUQUERQUE, NM",United States,Non-Fatal,Substantial,N2045F,barnes,ax-7,No,0.0,Unknown,Personal,0.0,1.0,0.0,0.0,VMC,1982,0
1982-07-04,"ABBEYVILLE, LA",United States,Non-Fatal,Destroyed,N2408R,cessna,182g,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-04,"KANKAKEE, IL",United States,Fatal(1),Destroyed,N59CG,goans,g-5,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,1982,1
1982-07-04,"MADISON, IN",United States,Non-Fatal,Destroyed,N5584B,cessna,182,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,1982,0
1982-07-04,"LUDLOW, VT",United States,Non-Fatal,Substantial,N5343Y,piper,pa-23-250,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-04,"LACONIA, NH",United States,Non-Fatal,Substantial,N63221,cessna,150m,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-04,"CLEARWATER, FL",United States,Non-Fatal,Substantial,N8232P,piper,pa-24,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-04,"SOUTH LAKE TAHO, CA",United States,Non-Fatal,Substantial,N2106S,cessna,t210l,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UNK,1982,0
1982-07-04,"DEER VALLEY, AZ",United States,Non-Fatal,Substantial,N3317F,cessna,182j,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-04,"DEKALB, TX",United States,Non-Fatal,Substantial,N3780X,aero commander,100,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-04,"REFUGIO, TX",United States,Non-Fatal,Substantial,N604VP,glassflugel,604,No,0.0,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-04,"SANGER, TX",United States,Non-Fatal,Substantial,N4662T,pietenpol,aircamper,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-07-04,"BLACK RIVER FAL, WI",United States,Non-Fatal,Substantial,N56339,piper,pa-28-200r,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-04,"CRAFTON, PA",United States,Non-Fatal,Substantial,N8259,aerospatiale,sa 316b,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,3.0,UNK,1982,0
1982-07-04,"ERICSON, NE",United States,Non-Fatal,Substantial,N48534,grumman,g164a,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-04,"MEXIA, TX",United States,Non-Fatal,Substantial,N5762N,great lakes,2t-1a-2,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-05,"BOISE, ID",United States,Incident,Minor,N919RW,douglas,dc-9-31,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,84.0,VMC,1982,0
1982-07-05,"FLUSHING, NY",United States,Incident,Minor,CGAAA,boeing,727-233,No,3.0,Turbo Fan,Personal,0.0,0.0,0.0,74.0,VMC,1982,0
1982-07-05,"MARSTONS MILLS, MA",United States,Non-Fatal,Destroyed,N9657U,grumman american,aa-5a,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-05,"NELSON, NH",United States,Non-Fatal,Destroyed,N2147F,cessna,u206,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,1982,0
1982-07-05,"WEST OF CROSS C, FL",United States,Fatal(4),Substantial,N505HP,piper,pa-28r-201t,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,UNK,1982,4
1982-07-05,"SANTA MONICA, CA",United States,Non-Fatal,Destroyed,N726RP,beech,60,No,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,1982,0
1982-07-05,"DENVER, CO",United States,Fatal(2),Destroyed,N8818N,cessna,310i,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,1982,2
1982-07-05,"MORENCI, MI",United States,Fatal(2),Destroyed,N4698L,cessna,152,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,1982,2
1982-07-05,"DANVILLE, IL",United States,Non-Fatal,Destroyed,N9830U,grumman american,aa-1c,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,1982,0
1982-07-05,"NORTH CASTLE, NY",United States,Non-Fatal,Substantial,N9133T,beech,b23,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,1982,0
1982-07-05,"MANKATO, KS",United States,Non-Fatal,Substantial,N74023,gulfstream,aa-5b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,1982,0
1982-07-05,"ST. LOUIS, MO",United States,Non-Fatal,Substantial,N23710,stinson,hww-75,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-05,"CHIPLEY, FL",United States,Non-Fatal,Substantial,N8085C,piper,pa-28,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-05,"NEW ORLEANS, LA",United States,Non-Fatal,Substantial,N24500,piper,j3l-65s,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-05,"BROADUS, MT",United States,Non-Fatal,Substantial,N3670W,piper,pa-32-260,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,1982,0
1982-07-05,"HUNTINGTON, WV",United States,Non-Fatal,Substantial,N7969M,beech,v35,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-05,"GREENVILLE, SC",United States,Non-Fatal,Substantial,N2236H,balloon works,firefly 7,No,0.0,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,1982,0
1982-07-06,"PLACERVILLE, CA",United States,Fatal(1),Destroyed,N1051K,miller,tufts t-3-160,Yes,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,1982,1
1982-07-06,"POINT LOOKOUT, MO",United States,Non-Fatal,Substantial,N80751,cessna,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,1982,0
1982-07-06,"PLYMOUTH, IN",United States,Non-Fatal,Substantial,N8220A,cessna,170b,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,1982,0
1982-07-06,"STATESBORO, GA",United States,Non-Fatal,Substantial,N3530Q,cessna,a188,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-06,"BOISE CITY, OK",United States,Non-Fatal,Substantial,N8486G,cessna,a188b,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-07,"MUNESTER, TX",United States,Non-Fatal,Destroyed,N2405Q,cessna,182j,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-07,"MEETEETSE, WY",United States,Non-Fatal,Destroyed,N67081,aerospatiale,sa316b,No,1.0,Turbo Shaft,Unknown,0.0,5.0,2.0,0.0,VMC,1982,0
1982-07-07,"ST. PETERSBURG, FL",United States,Non-Fatal,Substantial,N1724E,aeronca champion,7ac,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-07,"HEALDSBURG, CA",United States,Non-Fatal,Substantial,N6702Y,beech,77,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-07,"TULSA, OK",United States,Non-Fatal,Substantial,N69CB,boeing,a75,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,1982,0
1982-07-07,"STEAMBOAT SPRIN, CO",United States,Non-Fatal,Substantial,N5693R,enstrom,280c,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-07,"LAFAYETTE, IN",United States,Non-Fatal,Substantial,N8103P,piper,pa-24-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-07,"FT EUSTIS, VA",United States,Non-Fatal,Substantial,N714FF,cessna,150,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-07,"LULA, MS",United States,Non-Fatal,Substantial,N731EG,cessna,a188b,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-08,"51 NM ESE YAKUT, AK",United States,Non-Fatal,Destroyed,N1119X,piper,pa-32-300,No,1.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,1982,0
1982-07-08,"BLACKTON, AR",United States,Non-Fatal,Destroyed,N1762S,rockwell,s2r,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,1982,0
1982-07-08,"STEVENS POINT, WI",United States,Non-Fatal,Destroyed,N9284G,cessna,188b,No,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,1982,0
1982-07-08,"BURBANK, CA",United States,Non-Fatal,Substantial,N46TA,cessna,414,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,1982,0
1982-07-08,"PRESCOTT, AZ",United States,Non-Fatal,Substantial,N68940,cessna,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,1982,0
